city,state,country,shape,duration (seconds),duration (hours/min),date posted,latitude,longitude,date,time,lat_bin,long_bin
concord (near),nc,United States,other,120.0,approx 2 min,11/2/1999,35.4086111,-80.5797222,10/26/1999,07:05,"(35.227, 36.2]","(-80.966, -79.417]"
clinton,sc,United States,triangle,240.0,4 minutes ?,11/23/1999,34.4725,-81.8808333,10/26/1999,12:00,"(34.148, 35.227]","(-82.495, -80.966]"
oshkosh,wi,United States,cylinder,7.0,7 seconds,11/2/1999,44.0247222,-88.5425,10/26/1999,14:45,"(43.174, 44.712]","(-90.198, -87.821]"
charlotte,nc,United States,light,600.0,5-10 min,11/2/1999,35.2269444,-80.8433333,10/26/1999,18:00,"(34.148, 35.227]","(-80.966, -79.417]"
moravia,ny,United States,flash,5400.0,1.5 hours,11/2/1999,42.7125,-76.4219444,10/26/1999,19:10,"(42.439, 43.174]","(-76.978, -74.629]"
tacoma,wa,United States,triangle,15.0,15 seconds?,11/2/1999,47.2530556,-122.4430556,10/26/1999,19:30,"(46.73, 48.88]","(-122.483, -121.787]"
melbourne beach,fl,United States,triangle,7200.0,2 hours on and off,11/17/1999,28.0680556,-80.5605556,10/26/1999,21:00,"(27.9, 30.421]","(-80.966, -79.417]"
studio city,ca,United States,triangle,10.0,10 sec,10/12/2001,34.1486111,-118.3955556,10/26/1999,21:00,"(34.148, 35.227]","(-121.787, -118.34]"
newport (uk/england),,United Kingdom,oval,1295.0,21:35,11/2/1999,52.016667,-4.833333,10/26/1999,21:15,"(48.88, 70.292]","(-72.787, -3.381]"
westmont,il,United States,oval,180.0,3 minutes,2/18/2001,41.7958333,-87.9755556,10/26/1999,22:05,"(41.721, 42.439]","(-90.198, -87.821]"
chicago (southwest suburbs of),il,United States,unknown,180.0,2-3 minutes,9/19/2002,41.85,-87.65,10/26/1999,22:15,"(41.721, 42.439]","(-87.821, -85.922]"
petal,ms,United States,triangle,180.0,3 mins,11/2/1999,31.3463889,-89.26,10/26/1999,23:12,"(30.421, 32.776]","(-90.198, -87.821]"
laurel,ms,United States,oval,180.0,3min.,11/2/1999,31.6938889,-89.1305556,10/26/1999,23:13,"(30.421, 32.776]","(-90.198, -87.821]"
thornhill (canada),on,Canada,triangle,120.0,2 minutes,3/6/2001,43.8,-79.416667,10/26/2000,00:45,"(43.174, 44.712]","(-80.966, -79.417]"
scottsdale,az,United States,changing,300.0,3-5 minutes,12/2/2000,33.5091667,-111.8983333,10/26/2000,03:30,"(32.776, 33.631]","(-116.419, -111.694]"
panama city beach,fl,United States,other,45.0,45 seconds,12/9/2000,30.1763889,-85.8055556,10/26/2000,13:48,"(27.9, 30.421]","(-85.922, -83.971]"
agency,mo,United States,other,60.0,1 minute,12/2/2000,39.6447222,-94.7397222,10/26/2000,17:30,"(39.162, 39.927]","(-96.949, -93.855]"
greenlee county (fireroad 475&#44 off highway 191),az,United States,circle,600.0,10 minutes,11/20/2002,33.24056,-109.283153,10/26/2000,19:00,"(32.776, 33.631]","(-111.694, -104.058]"
buckeye,az,United States,light,2400.0,40 minutes,12/2/2000,33.3702778,-112.5830556,10/26/2000,20:45,"(32.776, 33.631]","(-116.419, -111.694]"
longville,la,United States,changing,300.0,5 minutes,12/20/2000,30.605,-93.2316667,10/26/2000,21:30,"(30.421, 32.776]","(-93.855, -90.198]"
aurora,co,United States,triangle,600.0,10 minutes,9/24/2003,39.7294444,-104.8313889,10/26/2000,22:00,"(39.162, 39.927]","(-111.694, -104.058]"
greeley,co,United States,triangle,10.0,10 seconds,12/2/2000,40.4233333,-104.7086111,10/26/2000,22:30,"(39.927, 40.655]","(-111.694, -104.058]"
anchorage,ak,United States,light,28800.0,8 hours,12/2/2000,61.2180556,-149.9002778,10/26/2000,23:30,"(48.88, 70.292]","(-169.543, -122.483]"
woodbridge,va,United States,rectangle,28800.0,half hour,11/20/2001,38.6580556,-77.25,10/26/2001,00:30,"(38.582, 39.162]","(-79.417, -76.978]"
kountze,tx,United States,light,2400.0,40 minutes,11/20/2001,30.3713889,-94.3122222,10/26/2001,01:30,"(27.9, 30.421]","(-96.949, -93.855]"
potomac,md,United States,light,60.0,one minute,11/20/2001,39.0180556,-77.2088889,10/26/2001,05:00,"(38.582, 39.162]","(-79.417, -76.978]"
clarksville,ar,United States,cylinder,60.0,1 minute,12/5/2001,35.4713889,-93.4663889,10/26/2001,09:00,"(35.227, 36.2]","(-93.855, -90.198]"
adams,tn,United States,disk,120.0,2 minutes,11/20/2001,36.5822222,-87.0655556,10/26/2001,09:40,"(36.2, 37.669]","(-87.821, -85.922]"
tulsa,ok,United States,light,180.0,3 minutes,11/20/2001,36.1538889,-95.9925,10/26/2001,19:00,"(35.227, 36.2]","(-96.949, -93.855]"
burbank,ca,United States,other,5.0,5 seconds,11/20/2001,34.1808333,-118.3080556,10/26/2001,20:45,"(34.148, 35.227]","(-118.34, -116.419]"
santa monica,ca,United States,light,60.0,30s to 1min.,11/20/2001,34.0194444,-118.4902778,10/26/2001,20:45,"(33.631, 34.148]","(-121.787, -118.34]"
buford,ga,United States,flash,20.0,20 seconds,10/30/2012,34.1205556,-84.0044444,10/26/2002,01:50,"(33.631, 34.148]","(-85.922, -83.971]"
roanoke,va,United States,other,600.0,10min.,11/4/2002,37.2708333,-79.9416667,10/26/2002,05:00,"(36.2, 37.669]","(-80.966, -79.417]"
phoenix,az,United States,cigar,2.0,seconds,12/19/2003,33.4483333,-112.0733333,10/26/2002,10:30,"(32.776, 33.631]","(-116.419, -111.694]"
south pasadena,ca,United States,other,60.0,1:45-ish,10/28/2002,34.1161111,-118.1494444,10/26/2002,17:45,"(33.631, 34.148]","(-118.34, -116.419]"
garrison,ny,United States,light,600.0,10 minutes,10/28/2002,41.3838889,-73.9461111,10/26/2002,21:30,"(41.246, 41.721]","(-74.629, -72.787]"
los molinos,ca,United States,triangle,10.0,10 seconds,10/31/2003,40.0213889,-122.0991667,10/26/2003,00:00,"(39.927, 40.655]","(-122.483, -121.787]"
maud,ok,United States,unknown,180.0,2-3 minutes,1/17/2004,35.1302778,-96.7755556,10/26/2003,00:30,"(34.148, 35.227]","(-96.949, -93.855]"
birmingham (uk/england),,United Kingdom,sphere,10.0,10 seconds,10/31/2003,52.466667,-1.916667,10/26/2003,10:00,"(48.88, 70.292]","(-3.381, 178.018]"
allen,tx,United States,unknown,120.0,2mins,10/31/2003,33.1030556,-96.6702778,10/26/2003,16:20,"(32.776, 33.631]","(-96.949, -93.855]"
vernon (canada),bc,Canada,other,300.0,5 mins,11/8/2003,46.183333,-62.883333,10/26/2003,16:25,"(44.712, 46.73]","(-72.787, -3.381]"
stoner (canada),bc,Canada,light,300.0,approx: 5 minutes,11/11/2003,53.630507,-122.663428,10/26/2003,17:00,"(48.88, 70.292]","(-169.543, -122.483]"
stevens point,wi,United States,circle,300.0,5 minutes,11/26/2003,44.5236111,-89.5744444,10/26/2003,18:30,"(43.174, 44.712]","(-90.198, -87.821]"
york,pa,United States,triangle,60.0,1 minute,12/16/2005,39.9625,-76.7280556,10/26/2003,19:35,"(39.927, 40.655]","(-76.978, -74.629]"
bristol (uk/england),,United Kingdom,other,3.0,3 seconds,12/19/2003,51.45,-2.583333,10/26/2003,21:30,"(48.88, 70.292]","(-3.381, 178.018]"
lake hiawatha,nj,United States,light,5.0,5 seconds,10/31/2003,40.8825,-74.3819444,10/26/2003,22:30,"(40.655, 41.246]","(-74.629, -72.787]"
o&#39fallon,il,United States,other,180.0,aprox. 3 minutes,10/31/2003,38.5922222,-89.9111111,10/26/2003,22:30,"(38.582, 39.162]","(-90.198, -87.821]"
staunton,va,United States,cigar,5400.0,1.5 hrs.,10/31/2003,38.1494444,-79.0719444,10/26/2003,23:00,"(37.669, 38.582]","(-79.417, -76.978]"
lewiston,me,United States,light,7200.0,2 hours,10/27/2004,44.1002778,-70.2152778,10/26/2004,18:00,"(43.174, 44.712]","(-72.787, -3.381]"
keene,nh,United States,flash,5.0,5 seconds,10/27/2004,42.9336111,-72.2786111,10/26/2004,19:35,"(42.439, 43.174]","(-72.787, -3.381]"
lansing,mi,United States,other,15.0,about 15 seconds,10/27/2004,42.7325,-84.5555556,10/26/2004,20:00,"(42.439, 43.174]","(-85.922, -83.971]"
vya,nv,United States,fireball,600.0,5-10 minutes,11/2/2004,41.5922222,-119.8594444,10/26/2004,20:00,"(41.246, 41.721]","(-121.787, -118.34]"
tracy,ca,United States,oval,900.0,15 minutes,11/3/2005,37.7397222,-121.4241667,10/26/2005,09:45,"(37.669, 38.582]","(-121.787, -118.34]"
wichita,ks,United States,light,15.0,15 sec,11/3/2005,37.6922222,-97.3372222,10/26/2005,13:39,"(37.669, 38.582]","(-104.058, -96.949]"
orlando,fl,United States,cigar,300.0,5 minutes,11/3/2005,28.5380556,-81.3794444,10/26/2005,14:00,"(27.9, 30.421]","(-82.495, -80.966]"
i-495s/i-95s,va,United States,light,3000.0,50 minutes,11/3/2005,37.670087,-77.448346,10/26/2005,18:50,"(37.669, 38.582]","(-79.417, -76.978]"
chesterfield,mo,United States,light,10.0,10 sec,11/3/2005,38.6630556,-90.5769444,10/26/2005,19:30,"(38.582, 39.162]","(-93.855, -90.198]"
gila bend,az,United States,light,180.0,3 minutos,12/16/2005,32.9477778,-112.7161111,10/26/2005,19:45,"(32.776, 33.631]","(-116.419, -111.694]"
covington,ga,United States,triangle,900.0,15 minutes,11/3/2005,33.5966667,-83.8602778,10/26/2005,20:00,"(32.776, 33.631]","(-83.971, -82.495]"
hillsboro,ky,United States,changing,1800.0,30 minutes,11/3/2005,38.2933333,-83.6588889,10/26/2005,20:00,"(37.669, 38.582]","(-83.971, -82.495]"
san jose,ca,United States,other,300.0,5 min,11/3/2005,37.3394444,-121.8938889,10/26/2005,20:00,"(36.2, 37.669]","(-122.483, -121.787]"
eloy,az,United States,formation,120.0,1-2 mins,11/3/2005,32.7558333,-111.5541667,10/26/2005,20:45,"(30.421, 32.776]","(-111.694, -104.058]"
san francisco,ca,United States,light,15.0,15 secconds,11/3/2005,37.775,-122.4183333,10/26/2005,21:00,"(37.669, 38.582]","(-122.483, -121.787]"
borrego springs,ca,United States,triangle,240.0,4min,11/3/2005,33.2558333,-116.3741667,10/26/2005,21:20,"(32.776, 33.631]","(-116.419, -111.694]"
vaudreuil-dorion (canada),qc,Canada,unknown,30.0,30 seconds,11/3/2005,45.404236,-74.03796,10/26/2005,21:30,"(44.712, 46.73]","(-74.629, -72.787]"
stoke-on-trent (uk/england),,United Kingdom,sphere,1500.0,25minutes,10/30/2006,53.0,-2.183333,10/26/2006,06:30,"(48.88, 70.292]","(-3.381, 178.018]"
oklahoma city,ok,United States,light,5.0,5 seconds,10/30/2006,35.4675,-97.5161111,10/26/2006,06:45,"(35.227, 36.2]","(-104.058, -96.949]"
ardmore,pa,United States,light,2.0,2 seconds,10/30/2006,40.0066667,-75.2858333,10/26/2006,09:45,"(39.927, 40.655]","(-76.978, -74.629]"
altamonte springs,fl,United States,cigar,300.0,5 min,12/7/2006,28.6608333,-81.3658333,10/26/2006,10:30,"(27.9, 30.421]","(-82.495, -80.966]"
orlando,fl,United States,changing,20.0,15 to 20 secs,10/30/2006,28.5380556,-81.3794444,10/26/2006,12:30,"(27.9, 30.421]","(-82.495, -80.966]"
strawberry,ca,United States,triangle,60.0,aprox. 1- minute,10/30/2006,38.1983333,-120.0083333,10/26/2006,15:00,"(37.669, 38.582]","(-121.787, -118.34]"
northampton (uk/england),,United Kingdom,fireball,40.0,40 seconds,10/30/2006,52.25,-0.883333,10/26/2006,19:45,"(48.88, 70.292]","(-3.381, 178.018]"
lancaster (southwest),pa,United States,triangle,300.0,3-5 minutes,11/28/2007,40.0377778,-76.3058333,10/26/2006,21:00,"(39.927, 40.655]","(-76.978, -74.629]"
coxsackie,ny,United States,light,1800.0,30 minutes,10/30/2006,42.3508333,-73.8033333,10/26/2006,23:00,"(41.721, 42.439]","(-74.629, -72.787]"
lebanon,nj,United States,disk,10.0,10 seconds,2/1/2007,40.6416667,-74.8363889,10/26/2006,23:00,"(39.927, 40.655]","(-76.978, -74.629]"
bangkok (thailand),,Thailand,changing,7200.0,4:00~6:00,11/28/2007,13.727896,100.524123,10/26/2007,04:00,"(-46.165, 27.9]","(-3.381, 178.018]"
duluth,mn,United States,oval,1800.0,30 min.,11/28/2007,46.7833333,-92.1063889,10/26/2007,04:30,"(46.73, 48.88]","(-93.855, -90.198]"
otis,me,United States,oval,2700.0,45 min,11/28/2007,44.7122222,-68.4533333,10/26/2007,05:00,"(43.174, 44.712]","(-72.787, -3.381]"
vanvouver (canada),bc,Canada,cigar,30.0,30 seconds,11/28/2007,49.261226,-123.113927,10/26/2007,14:20,"(48.88, 70.292]","(-169.543, -122.483]"
battle ground,wa,United States,fireball,4.0,4 seconds,11/28/2007,45.7811111,-122.5322222,10/26/2007,18:55,"(44.712, 46.73]","(-169.543, -122.483]"
seattle,wa,United States,formation,5.0,3-5 seconds,11/28/2007,47.6063889,-122.3308333,10/26/2007,18:55,"(46.73, 48.88]","(-122.483, -121.787]"
bearskin lake (canada),on,Canada,circle,10.0,10 sec,11/28/2007,53.933333,-90.983333,10/26/2007,19:00,"(48.88, 70.292]","(-93.855, -90.198]"
waukesha,wi,United States,light,30.0,20-30 seconds,11/28/2007,43.0116667,-88.2313889,10/26/2007,20:15,"(42.439, 43.174]","(-90.198, -87.821]"
nashville,tn,United States,formation,30.0,30 sec,11/28/2007,36.1658333,-86.7844444,10/26/2007,20:18,"(35.227, 36.2]","(-87.821, -85.922]"
tarpon springs,fl,United States,light,5.0,5 seconds,3/4/2008,28.1458333,-82.7569444,10/26/2007,20:30,"(27.9, 30.421]","(-83.971, -82.495]"
san antonio,tx,United States,fireball,60.0,1 minute,11/28/2007,29.4238889,-98.4933333,10/26/2007,21:00,"(27.9, 30.421]","(-104.058, -96.949]"
albuquerque,nm,United States,light,180.0,3 minutes,11/28/2007,35.0844444,-106.6505556,10/26/2007,23:06,"(34.148, 35.227]","(-111.694, -104.058]"
hilliard,oh,United States,chevron,1200.0,20 minutes,11/28/2007,40.0333333,-83.1583333,10/26/2007,23:52,"(39.927, 40.655]","(-83.971, -82.495]"
oregon city,or,United States,,5.0,5 seconds,11/28/2007,45.3575,-122.6055556,10/26/2007,24:00,"(44.712, 46.73]","(-169.543, -122.483]"
dallas,tx,United States,formation,360.0,6 min total,10/31/2008,32.7833333,-96.8,10/26/2008,00:00,"(32.776, 33.631]","(-96.949, -93.855]"
lawton,ok,United States,unknown,10.0,10 sec. each,10/31/2008,34.6086111,-98.39,10/26/2008,01:45,"(34.148, 35.227]","(-104.058, -96.949]"
fort collins,co,United States,unknown,20.0,20 seconds,10/31/2008,40.5852778,-105.0838889,10/26/2008,05:27,"(39.927, 40.655]","(-111.694, -104.058]"
larsen,wi,United States,light,240.0,3 -4 min,10/31/2008,44.1916667,-88.6238889,10/26/2008,06:00,"(43.174, 44.712]","(-90.198, -87.821]"
woodinville,wa,United States,light,60.0,1 minute or so...,10/31/2008,47.7544444,-122.1622222,10/26/2008,18:40,"(46.73, 48.88]","(-122.483, -121.787]"
gresham,or,United States,formation,4.0,3-4 seconds,10/31/2008,45.4983333,-122.4302778,10/26/2008,19:30,"(44.712, 46.73]","(-122.483, -121.787]"
phoenix,az,United States,triangle,1800.0,30 minutes,10/31/2008,33.4483333,-112.0733333,10/26/2008,19:40,"(32.776, 33.631]","(-116.419, -111.694]"
spring valley,oh,United States,diamond,240.0,4 minutes maybe,10/31/2008,39.6088889,-84.0077778,10/26/2008,19:50,"(39.162, 39.927]","(-85.922, -83.971]"
buenos aires (almagro pale&#44 belgrano) (brazil),,Brazil,disk,240.0,4 minutos,10/31/2008,-34.603723,-58.381593,10/26/2008,20:10,"(-46.165, 27.9]","(-72.787, -3.381]"
spotsylvania,va,United States,fireball,3600.0,at least a hour,10/31/2008,38.2008333,-77.5894444,10/26/2008,21:00,"(37.669, 38.582]","(-79.417, -76.978]"
redmond,or,United States,triangle,10.0,10 seconds,10/31/2008,44.2727778,-121.1727778,10/26/2008,21:30,"(43.174, 44.712]","(-121.787, -118.34]"
el centro,ca,United States,cylinder,300.0,2-5 minutes,1/10/2009,32.7919444,-115.5622222,10/26/2008,22:00,"(32.776, 33.631]","(-116.419, -111.694]"
palm springs,ca,United States,disk,30.0,20 to 30 seconds,10/31/2008,33.8302778,-116.5444444,10/26/2008,22:30,"(33.631, 34.148]","(-118.34, -116.419]"
st. louis,mo,United States,triangle,37800.0,1 1/2 hours,10/31/2008,38.6272222,-90.1977778,10/26/2008,23:17,"(38.582, 39.162]","(-93.855, -90.198]"
seattle,wa,United States,unknown,2400.0,40 min,12/12/2009,47.6063889,-122.3308333,10/26/2009,03:30,"(46.73, 48.88]","(-122.483, -121.787]"
hooksett,nh,United States,triangle,1200.0,20 minutes,12/12/2009,43.0966667,-71.4655556,10/26/2009,06:05,"(42.439, 43.174]","(-72.787, -3.381]"
las vegas,nv,United States,oval,720.0,12 mins.,12/12/2009,36.175,-115.1363889,10/26/2009,17:30,"(35.227, 36.2]","(-116.419, -111.694]"
streetsboro,oh,United States,triangle,120.0,1-2 minutes,12/12/2009,41.2391667,-81.3461111,10/26/2009,18:00,"(40.655, 41.246]","(-82.495, -80.966]"
raleigh,nc,United States,light,300.0,5 minutes,12/12/2009,35.7719444,-78.6388889,10/26/2009,20:25,"(35.227, 36.2]","(-79.417, -76.978]"
chester,ca,United States,light,120.0,lees than 2 minutes,12/12/2009,40.3063889,-121.2308333,10/26/2009,20:45,"(39.927, 40.655]","(-121.787, -118.34]"
collingdale,pa,United States,light,2.0,seconds,12/12/2009,39.9116667,-75.2775,10/26/2009,20:50,"(39.162, 39.927]","(-76.978, -74.629]"
babylon,ny,United States,fireball,5.0,3 to 5 seconds,12/12/2009,40.6955556,-73.3261111,10/26/2009,21:00,"(40.655, 41.246]","(-74.629, -72.787]"
spokane,wa,United States,unknown,180.0,3 min,11/21/2010,47.6588889,-117.425,10/26/2010,00:00,"(46.73, 48.88]","(-118.34, -116.419]"
tucson,az,United States,circle,1200.0,20 minutes,11/21/2010,32.2216667,-110.9258333,10/26/2010,06:30,"(30.421, 32.776]","(-111.694, -104.058]"
bolingbrook,il,United States,rectangle,1200.0,1/2 hour,11/11/2013,41.6986111,-88.0683333,10/26/2010,07:30,"(41.246, 41.721]","(-90.198, -87.821]"
midlothian,va,United States,light,900.0,10-15min,11/21/2010,37.5058333,-77.6494444,10/26/2010,08:00,"(36.2, 37.669]","(-79.417, -76.978]"
morgan city,la,United States,fireball,120.0,2 min,11/21/2010,29.6991667,-91.2066667,10/26/2010,18:30,"(27.9, 30.421]","(-93.855, -90.198]"
sumter,sc,United States,triangle,120.0,2 mins,11/21/2010,33.9202778,-80.3416667,10/26/2010,20:00,"(33.631, 34.148]","(-80.966, -79.417]"
st. louis,mo,United States,chevron,15.0,15 seconds,11/21/2010,38.6272222,-90.1977778,10/26/2010,21:00,"(38.582, 39.162]","(-93.855, -90.198]"
columbus,oh,United States,other,600.0,10 minutes,12/12/2011,39.9611111,-82.9988889,10/26/2011,08:30,"(39.927, 40.655]","(-83.971, -82.495]"
tampa,fl,United States,triangle,120.0,2 minutes,12/12/2011,27.9472222,-82.4586111,10/26/2011,20:00,"(27.9, 30.421]","(-82.495, -80.966]"
hamilton,al,United States,diamond,300.0,5 minutes,12/12/2011,34.1422222,-87.9886111,10/26/2011,20:10,"(33.631, 34.148]","(-90.198, -87.821]"
hamilton,al,United States,light,180.0,2-3mins,12/12/2011,34.1422222,-87.9886111,10/26/2011,20:15,"(33.631, 34.148]","(-90.198, -87.821]"
manchester,ct,United States,flash,3.0,3 seconds,12/12/2011,41.7758333,-72.5219444,10/26/2011,21:00,"(41.721, 42.439]","(-72.787, -3.381]"
candler,nc,United States,oval,120.0,minute or so,12/12/2011,35.5363889,-82.6930556,10/26/2011,23:00,"(35.227, 36.2]","(-83.971, -82.495]"
rapid city,sd,United States,triangle,5.0,5seconds,12/12/2011,44.0805556,-103.2305556,10/26/2011,23:10,"(43.174, 44.712]","(-104.058, -96.949]"
new delhi (india),,India,fireball,3600.0,1 hour,12/12/2011,28.635308,77.22496,10/26/2011,23:15,"(27.9, 30.421]","(-3.381, 178.018]"
el segundo,ca,United States,light,2700.0,45 minutes,10/30/2012,33.9191667,-118.4155556,10/26/2012,00:00,"(33.631, 34.148]","(-121.787, -118.34]"
maui (peahi/jaws),hi,United States,circle,900.0,15 minutes,10/30/2012,20.798363,-156.331925,10/26/2012,04:00,"(-46.165, 27.9]","(-169.543, -122.483]"
napa,ca,United States,circle,30.0,20 to 30 seconds,10/30/2012,38.2972222,-122.2844444,10/26/2012,06:10,"(37.669, 38.582]","(-122.483, -121.787]"
cheshire,ct,United States,other,19.0,~19 seconds,5/2/2014,41.4988889,-72.9011111,10/26/2012,10:01,"(41.246, 41.721]","(-74.629, -72.787]"
russell,pa,United States,disk,180.0,3 minutes,10/30/2012,41.9413889,-79.1352778,10/26/2012,12:41,"(41.721, 42.439]","(-79.417, -76.978]"
las vegas,nv,United States,sphere,6.0,6 seconds,10/30/2012,36.175,-115.1363889,10/26/2012,17:00,"(35.227, 36.2]","(-116.419, -111.694]"
mystic,ct,United States,triangle,600.0,10 minutes,10/30/2012,41.3541667,-71.9669444,10/26/2012,17:35,"(41.246, 41.721]","(-72.787, -3.381]"
endfield,me,United States,fireball,120.0,2 minutes,10/30/2012,45.248945,-68.568358,10/26/2012,18:00,"(44.712, 46.73]","(-72.787, -3.381]"
northfield falls,vt,United States,sphere,120.0,minutes,10/30/2012,44.1719444,-72.6513889,10/26/2012,19:00,"(43.174, 44.712]","(-72.787, -3.381]"
hartland,wi,United States,oval,3600.0,1 hour,10/30/2012,43.105,-88.3419444,10/26/2012,20:00,"(42.439, 43.174]","(-90.198, -87.821]"
woolwich,me,United States,circle,120.0,2 minutes,10/30/2012,43.9186111,-69.8016667,10/26/2012,20:00,"(43.174, 44.712]","(-72.787, -3.381]"
eagle river,ak,United States,light,120.0,2 minutes,10/30/2012,61.3213889,-149.5677778,10/26/2012,23:10,"(48.88, 70.292]","(-169.543, -122.483]"
los angeles,ca,United States,rectangle,15.0,15 second,11/11/2013,34.0522222,-118.2427778,10/26/2013,02:00,"(33.631, 34.148]","(-118.34, -116.419]"
hosford,fl,United States,light,30.0,30 seconds,11/11/2013,30.3863889,-84.7980556,10/26/2013,03:00,"(27.9, 30.421]","(-85.922, -83.971]"
honolulu,hi,United States,flash,3600.0,1 hour,11/11/2013,21.3069444,-157.8583333,10/26/2013,05:00,"(-46.165, 27.9]","(-169.543, -122.483]"
methuen,ma,United States,light,180.0,3 minutes,11/11/2013,42.7261111,-71.1913889,10/26/2013,06:20,"(42.439, 43.174]","(-72.787, -3.381]"
brighton,co,United States,formation,240.0,4 minutes,11/11/2013,39.9852778,-104.82,10/26/2013,07:00,"(39.927, 40.655]","(-111.694, -104.058]"
longmont,co,United States,triangle,150.0,2.5 minutes,11/11/2013,40.1672222,-105.1013889,10/26/2013,07:55,"(39.927, 40.655]","(-111.694, -104.058]"
colton&#39s point,md,United States,circle,600.0,10 minutes,11/11/2013,38.224444,-76.753333,10/26/2013,09:45,"(37.669, 38.582]","(-76.978, -74.629]"
